evidence_id,indicator_id
ev_3a722b292fcf211d,21
ev_3a722b292fcf211d,22
ev_3a722b292fcf211d,23
ev_6ed8eaabc3c8a479,25
ev_6ed8eaabc3c8a479,26
ev_6ed8eaabc3c8a479,27
ev_6ed8eaabc3c8a479,28
ev_6ed8eaabc3c8a479,38
ev_af8ed02552287b70,26
ev_af8ed02552287b70,27
ev_31f05113be12a10a,25
ev_31f05113be12a10a,26
ev_31f05113be12a10a,38
ev_8d813364503aaa3d,25
ev_8d813364503aaa3d,26
ev_8d813364503aaa3d,27
ev_8d813364503aaa3d,28
ev_8d813364503aaa3d,38
ev_1cc0411166e2c084,25
ev_1cc0411166e2c084,26
ev_1cc0411166e2c084,27
ev_1cc0411166e2c084,28
ev_1cc0411166e2c084,38
ev_e3ca06ff6e49f2a3,21
ev_e3ca06ff6e49f2a3,43
ev_8a9ee47f10783bc2,35
ev_8a9ee47f10783bc2,43
ev_8a9ee47f10783bc2,44
ev_f36881804db0a3d7,31
ev_f36881804db0a3d7,35
ev_f36881804db0a3d7,36
ev_9352bdebcadfbff1,26
ev_9352bdebcadfbff1,28
ev_9352bdebcadfbff1,38
ev_cf27cf1d647c16b5,32
ev_948a2f172a720d1e,32
ev_948a2f172a720d1e,36
ev_607dd9c496f13479,45
ev_607dd9c496f13479,46
ev_607dd9c496f13479,47
ev_599c55db40725100,24
ev_599c55db40725100,25
ev_599c55db40725100,30
ev_83cc1ac9ebeb6f4e,32
ev_83cc1ac9ebeb6f4e,36
ev_31bda2880cdf2f70,32
ev_31bda2880cdf2f70,35
ev_31bda2880cdf2f70,36
ev_a7e020634d66873b,24
ev_a7e020634d66873b,25
ev_a7e020634d66873b,30
ev_3566a2e613df885c,35
ev_3566a2e613df885c,36
ev_da6d6a95317f8769,35
ev_da6d6a95317f8769,36
ev_6bd8adcc0466f5e8,25
ev_6bd8adcc0466f5e8,26
ev_6bd8adcc0466f5e8,27
ev_6bd8adcc0466f5e8,28
ev_6bd8adcc0466f5e8,38
ev_ebcd45e6fbaea023,25
ev_ebcd45e6fbaea023,26
ev_ebcd45e6fbaea023,27
ev_ebcd45e6fbaea023,28
ev_ebcd45e6fbaea023,38
ev_775df719e4109f35,25
ev_775df719e4109f35,26
ev_775df719e4109f35,27
ev_775df719e4109f35,28
ev_775df719e4109f35,38
ev_9fb73886500f22fb,45
ev_9fb73886500f22fb,46
ev_9fb73886500f22fb,47
ev_e56b7f45b52d6917,25
ev_e56b7f45b52d6917,26
ev_e56b7f45b52d6917,30
ev_81ede1180a27bdd2,24
ev_81ede1180a27bdd2,25
ev_81ede1180a27bdd2,30
ev_cc557f50fe4196a8,25
ev_cc557f50fe4196a8,26
ev_6fd8a6d0c1ffaf14,25
ev_6fd8a6d0c1ffaf14,26
ev_6fd8a6d0c1ffaf14,27
ev_6fd8a6d0c1ffaf14,28
ev_6fd8a6d0c1ffaf14,38
ev_d9f35f66bb0e7f0b,25
ev_d9f35f66bb0e7f0b,26
ev_d9f35f66bb0e7f0b,27
ev_d9f35f66bb0e7f0b,28
ev_d9f35f66bb0e7f0b,38
ev_71520ab5395109bd,25
ev_71520ab5395109bd,26
ev_71520ab5395109bd,27
ev_71520ab5395109bd,28
ev_71520ab5395109bd,38
ev_90b3f3a69fade22c,32
ev_90b3f3a69fade22c,36
ev_ddce6c984b59de63,25
ev_ddce6c984b59de63,27
ev_ddce6c984b59de63,30
ev_56e6e4e99639e507,25
ev_56e6e4e99639e507,30
ev_0cc3d3efc799d558,25
ev_0cc3d3efc799d558,26
ev_0cc3d3efc799d558,27
ev_0cc3d3efc799d558,28
ev_0cc3d3efc799d558,38
ev_4cd2c17d6edaf94d,25
ev_4cd2c17d6edaf94d,26
ev_4cd2c17d6edaf94d,27
ev_4cd2c17d6edaf94d,28
ev_4cd2c17d6edaf94d,38
ev_09f412661bd0c620,25
ev_09f412661bd0c620,26
ev_09f412661bd0c620,27
ev_09f412661bd0c620,28
ev_09f412661bd0c620,38
ev_5848cea4f103b645,25
ev_5848cea4f103b645,28
ev_5848cea4f103b645,38
ev_edc5ee5878b0bf05,45
ev_edc5ee5878b0bf05,46
ev_edc5ee5878b0bf05,47
ev_e35394f59ef10164,25
ev_e35394f59ef10164,26
ev_e35394f59ef10164,27
ev_e35394f59ef10164,28
ev_e35394f59ef10164,38
ev_b7401abce3645b24,25
ev_b7401abce3645b24,26
ev_b7401abce3645b24,27
ev_b7401abce3645b24,28
ev_b7401abce3645b24,38
ev_b31ade52e7b4c7f4,25
ev_b31ade52e7b4c7f4,26
ev_b31ade52e7b4c7f4,27
ev_b31ade52e7b4c7f4,28
ev_b31ade52e7b4c7f4,38
ev_74af9c58fdf984dc,25
ev_74af9c58fdf984dc,26
ev_74af9c58fdf984dc,27
ev_74af9c58fdf984dc,28
ev_74af9c58fdf984dc,38
ev_eb267663623c3546,25
ev_eb267663623c3546,26
ev_eb267663623c3546,27
ev_eb267663623c3546,28
ev_eb267663623c3546,38
ev_aed6105eeba88769,25
ev_aed6105eeba88769,26
ev_aed6105eeba88769,27
ev_aed6105eeba88769,28
ev_aed6105eeba88769,38
ev_ef6f3fbd1bb62b91,25
ev_ef6f3fbd1bb62b91,26
ev_ef6f3fbd1bb62b91,27
ev_ef6f3fbd1bb62b91,28
ev_ef6f3fbd1bb62b91,38
ev_7d1554ebf10ef8ad,25
ev_7d1554ebf10ef8ad,26
ev_7d1554ebf10ef8ad,27
ev_7d1554ebf10ef8ad,28
ev_7d1554ebf10ef8ad,38
ev_5d738f6d9c1583c8,25
ev_5d738f6d9c1583c8,26
ev_5d738f6d9c1583c8,27
ev_5d738f6d9c1583c8,28
ev_5d738f6d9c1583c8,38
ev_1fd9d74a80575a07,19
ev_1fd9d74a80575a07,20
ev_bacb56d90d72fecb,29
ev_bacb56d90d72fecb,30
ev_bacb56d90d72fecb,35
ev_bacb56d90d72fecb,36
ev_b0104ed071b799f7,35
ev_b0104ed071b799f7,36
ev_73553457b5d41c18,35
ev_73553457b5d41c18,41
ev_73553457b5d41c18,42
ev_73553457b5d41c18,43
ev_73553457b5d41c18,44
ev_eb133b1abbd281e3,41
ev_eb133b1abbd281e3,42
ev_eb133b1abbd281e3,43
ev_eb133b1abbd281e3,44
ev_6a81de6f3eee0157,32
ev_14873bf077a780b6,21
ev_14873bf077a780b6,22
ev_14873bf077a780b6,41
ev_14873bf077a780b6,43
ev_14873bf077a780b6,44
ev_55146a2236611632,40
ev_0d6fda9199f75b2f,39
ev_40fece6d8cd2fae8,24
ev_40fece6d8cd2fae8,39
ev_55210ed86fc5c9df,20
ev_55210ed86fc5c9df,21
ev_55210ed86fc5c9df,22
ev_55210ed86fc5c9df,23
ev_55210ed86fc5c9df,33
ev_55210ed86fc5c9df,40
ev_81af63f4fa156bff,25
ev_81af63f4fa156bff,30
ev_81af63f4fa156bff,39
ev_5867bf984070e4b1,24
ev_5867bf984070e4b1,25
ev_5867bf984070e4b1,30
ev_5867bf984070e4b1,39
ev_25fa38cd0b47c10c,19
ev_25fa38cd0b47c10c,20
ev_25fa38cd0b47c10c,21
ev_25fa38cd0b47c10c,24
ev_25fa38cd0b47c10c,25
ev_25fa38cd0b47c10c,30
ev_25fa38cd0b47c10c,33
ev_25fa38cd0b47c10c,39
ev_25fa38cd0b47c10c,40
ev_b2e6df8b0cb15862,45
ev_b2e6df8b0cb15862,46
ev_b2e6df8b0cb15862,47
ev_866161d92c177d70,31
ev_866161d92c177d70,32
ev_866161d92c177d70,34
ev_866161d92c177d70,35
ev_866161d92c177d70,36
ev_2e8f2697928bb684,45
ev_2e8f2697928bb684,46
ev_2e8f2697928bb684,47
ev_3fabf8abfcc7efc6,45
ev_3fabf8abfcc7efc6,46
ev_3fabf8abfcc7efc6,47
ev_f7c8c3f9e9d629cf,45
ev_f7c8c3f9e9d629cf,46
ev_f7c8c3f9e9d629cf,47
ev_2ebfb1bb049576e4,45
ev_2ebfb1bb049576e4,46
ev_2ebfb1bb049576e4,47
ev_dea021ecb1511194,45
ev_dea021ecb1511194,46
ev_dea021ecb1511194,47
