"parameter_id","parameter_title","parameter_type","meaning_category","calculation_phase","unit","tef_priority_tag","all_tags","tef_global_default","global_default_available","global_default_scaling","global_default_valid_from","global_default_year","global_default_reference","global_default_reference_domain","global_default_comment","country_specific_value_count","countries_with_values","default_use_assessment","preferred_source_level","data_sourcing_effort","assessment_rationale","classification_status","direct_activity_model_count","direct_activity_model_ids","transition_model_count","transition_model_codes","transition_model_ids","sectors","m1_in_scope_tef_parameter","m1_in_scope_shift_count","m1_in_scope_shift_codes","m1_data_work_assessment","tef_source_file","tef_repository","tef_source_snapshot","analysis_date","tef_licence"
"emission_factor_solar_parks_production","Emission factor solar parks production","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_kwp_year","PRIO_LOW","emission_factors; PRIO_LOW; emission_factor","36100","true","CONSTANT","2019-01-01","2019","https://climateview.slab.com/posts/erneuerbare-energien-deutschland-renewable-energy-germany-jencznun#hkz49-photovoltaics","climateview.slab.com","Schätzungen auf Grundlage von bundesdeutscher Statistik.","1","DE","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","solar_parks","1","T-5A1-TE-7","solar_parks","energy","true","1","T-5A1-TE-7","Local data preferred; TEF default usable as fallback","models/parameters/emission_factor_solar_parks_production.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_solid_waste_combustion_tonne_to_co2e","Emission from open burning of solid waste","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_tonne","PRIO_MEDIUM","emission_factors; PRIO_MEDIUM; emission_factor","487000","true","CONSTANT","2019-01-01","2019","https://climateview.slab.com/public/oqhcpcsi","climateview.slab.com","Model description ClimateView -Waste","1","US","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","2","open_burning_of_waste; waste_exported_for_open_burning","3","T-6A1-TE-1; T-6A1-TE-2; T-6A1-TE-3","increased_recycling; shift_to_composting_of_organic_waste; shift_to_exported_composting_of_organic_waste","waste","true","3","T-6A1-TE-1; T-6A1-TE-2; T-6A1-TE-3","Local data preferred; TEF default usable as fallback","models/parameters/emission_factor_solid_waste_combustion_tonne_to_co2e.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_solid_waste_composting_tonne_to_co2e","Emission factor biowaste composting","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_tonne","PRIO_MEDIUM","emission_factors; PRIO_MEDIUM; emission_factor","179520","true","CONSTANT","2020-01-01","2020","https://www.ipcc-nggip.iges.or.jp/public/2006gl/pdf/5_Volume5/V5_4_Ch4_Bio_Treat.pdf","www.ipcc-nggip.iges.or.jp","IPCC (tier 1 default factors) - Chapter 4 Biological treatment of solid waste","1","US","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","2","composting_of_organic_waste; waste_exported_for_composting","2","T-6A1-TE-2; T-6A1-TE-3","shift_to_composting_of_organic_waste; shift_to_exported_composting_of_organic_waste","waste","true","2","T-6A1-TE-2; T-6A1-TE-3","Local data preferred; TEF default usable as fallback","models/parameters/emission_factor_solid_waste_composting_tonne_to_co2e.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_solid_waste_decomposition_tonne_to_co2e","Emission factor solid waste landfill","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_tonne","PRIO_MEDIUM","emission_factors; PRIO_MEDIUM; emission_factor","271000","true","CONSTANT","2019-01-01","2019","https://climateview.slab.com/public/oqhcpcsi","climateview.slab.com","Model description ClimateView -Waste","4","CA; CH; DE; GB","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","2","solid_waste_disposal_in_landfills_and_open_dumps_etc; waste_exported_for_disposal_in_landfills","4","T-6A1-TE-1; T-6A1-TE-2; T-6A1-TE-3; T-6A1-TE-4","increased_recycling; shift_to_composting_of_organic_waste; shift_to_exported_composting_of_organic_waste; shift_to_landfill_gas_recovery","waste","true","4","T-6A1-TE-1; T-6A1-TE-2; T-6A1-TE-3; T-6A1-TE-4","Local data preferred; TEF default usable as fallback","models/parameters/emission_factor_solid_waste_decomposition_tonne_to_co2e.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_solid_waste_incineration_tonne_to_co2e","Emission factor incineration of solid waste","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_tonne","PRIO_MEDIUM","emission_factors; PRIO_MEDIUM; emission_factor","487000","true","CONSTANT","2019-01-01","2019","https://climateview.slab.com/public/oqhcpcsi","climateview.slab.com","Model description ClimateView -Waste","5","CA; CH; DE; GB; US","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","5","chp_waste_incineration; district_heating_waste; incineration_and_open_burning_of_waste; waste_exported_for_incineration; waste_fired_power_plants","5","T-5A3-TE-4; T-5A3-TE-6; T-6A1-TE-1; T-6A1-TE-2; T-6A1-TE-3","chp_waste_incineration; increased_energy_recovery_from_waste; increased_recycling; shift_to_composting_of_organic_waste; shift_to_exported_composting_of_organic_waste","energy; waste","true","5","T-5A3-TE-4; T-5A3-TE-6; T-6A1-TE-1; T-6A1-TE-2; T-6A1-TE-3","Local data preferred; TEF default usable as fallback","models/parameters/emission_factor_solid_waste_incineration_tonne_to_co2e.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_solid_waste_recycled_tonne_to_co2e","Emission factor recycling of solid waste","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_tonne","PRIO_MEDIUM","emission_factors; PRIO_MEDIUM; emission_factor","21317","true","CONSTANT","2019-01-01","2019","https://climateview.slab.com/public/oqhcpcsi","climateview.slab.com","Model description ClimateView -Waste","3","CH; DE; GB","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","recycling_of_solid_waste","1","T-6A1-TE-1","increased_recycling","waste","true","1","T-6A1-TE-1","Local data preferred; TEF default usable as fallback","models/parameters/emission_factor_solid_waste_recycled_tonne_to_co2e.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_wind_offshore_production","Emission Factor wind offshore production","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_kw_year","PRIO_LOW","emission_factors; PRIO_LOW; emission_factor","24000","true","CONSTANT","2019-01-01","2019","https://climateview.slab.com/posts/erneuerbare-energien-deutschland-renewable-energy-germany-jencznun#hzami-wind-power","climateview.slab.com","Value based on German national statistics.","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","wind_offshore","1","T-5A1-TE-9","wind_offshore","energy","true","1","T-5A1-TE-9","Local data preferred; TEF default usable as fallback","models/parameters/emission_factor_wind_offshore_production.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_wind_onshore_production","Emission Factor wind onshore production","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_kw_year","PRIO_LOW","emission_factors; PRIO_LOW; emission_factor","24000","true","CONSTANT","2019-01-01","2019","https://climateview.slab.com/posts/erneuerbare-energien-deutschland-renewable-energy-germany-jencznun#hzami-wind-power","climateview.slab.com","Value based on German national statistics.","1","DE","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","wind_onshore","1","T-5A1-TE-10","wind_onshore","energy","true","1","T-5A1-TE-10","Local data preferred; TEF default usable as fallback","models/parameters/emission_factor_wind_onshore_production.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_from_waste_conversion","Energy from waste conversion factor (calorific content)","SOCIOECONOMIC_PARAMETER","Socioeconomic / contextual parameter","Supporting city context","kwh_tonne","PRIO_MEDIUM","atoc; PRIO_MEDIUM; socioeconomic_parameter","600","true","CONSTANT","2019-01-01","2019","https://en.wikipedia.org/wiki/Waste-to-energy_plant","en.wikipedia.org","Wikipedia: approx. average from waste-to-energy-plant","2","SE; US","Local data preferred; TEF default usable as fallback","City/country contextual source","Medium","A contextual or behavioural parameter that can vary materially across locations.","Rule-based initial assessment; expert validation required","0","","1","T-5A3-TE-6","increased_energy_recovery_from_waste","energy","true","1","T-5A3-TE-6","Local data preferred; TEF default usable as fallback","models/parameters/energy_from_waste_conversion.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_air_freight_transportation","Energy intensity air freight transportation","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_tonne_km","PRIO_MEDIUM","energy_intensity; PRIO_MEDIUM","3.27","true","CONSTANT","2019-01-01","2019","https://energimyndigheten.a-w2m.se/FolderContents.mvc/Download?ResourceId=103800","energimyndigheten.a-w2m.se","Estimated based on Swedish national statistics.","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","freight_transportation_by_air","4","T-1B3-TE-1; T-1B3-TE-2; T-1B3-TE-3; T-1B3-TE-4","biofuels_for_freight_air_transport; electric_freight_airplanes; more_efficient_freight_airplanes; shift_from_freight_air_transport_to_railway","transport","true","3","T-1B3-TE-2; T-1B3-TE-3; T-1B3-TE-4","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_air_freight_transportation.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_air_freight_transportation_electric","Energy intensity air freight transportation electric","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_tonne_km","PRIO_MEDIUM","energy_intensity; PRIO_MEDIUM","3.27","true","CONSTANT","2019-01-01","2019","https://energimyndigheten.a-w2m.se/FolderContents.mvc/Download?ResourceId=103800","energimyndigheten.a-w2m.se","Assumed same intensity as regular aircraft. Estimated based on Swedish national statistics.","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","electric_freight_transportation_by_air","1","T-1B3-TE-2","electric_freight_airplanes","transport","true","1","T-1B3-TE-2","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_air_freight_transportation_electric.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_air_passenger_transportation_electric","Energy intensity air passenger transportation electric","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_person_km","PRIO_LOW","energy_intensity; PRIO_LOW","0.25","true","CONSTANT","2019-01-01","2019","","","Estimate for 4-seated plane, reach 400km","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","electric_passenger_transportation_by_air","1","T-1A3-TE-3","electric_passenger_airplanes","transport","true","1","T-1A3-TE-3","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_air_passenger_transportation_electric.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_air_transportation","Energy intensity air passenger transportation","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_person_km","PRIO_MEDIUM","energy_intensity; PRIO_MEDIUM","0.48","true","CONSTANT","2019-01-01","2019","https://climateview.slab.com/public/posts/h6wke7kr","climateview.slab.com","Estimated value","1","US","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","passenger_transportation_by_air","4","T-1A3-TE-1; T-1A3-TE-2; T-1A3-TE-3; T-1A3-TE-4","biofuels_for_air_transport; electric_passenger_airplanes; more_efficient_passenger_airplanes; shift_from_passenger_air_transport_to_railway","transport","true","3","T-1A3-TE-2; T-1A3-TE-3; T-1A3-TE-4","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_air_transportation.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_bus_bev","Energy intensity electric bus","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_vehicle_km","PRIO_LOW","energy_intensity; PRIO_LOW","2","true","CONSTANT","2019-01-01","2019","https://www.mdpi.com/1996-1073/12/23/4535/htm","www.mdpi.com","Varies between 1,2-2 dependent on temperature (colder temperature needs heating of the bus from the battery","4","CH; DE; GB; SE","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","electric_bus","1","T-1A1A-TE-12","increased_proportion_of_commuting_by_electric_bus","transport","true","1","T-1A1A-TE-12","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_bus_bev.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_buses_diesel","Energy intensity diesel buses","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_vehicle_km","PRIO_MEDIUM","energy_intensity; PRIO_MEDIUM","3.26","true","CONSTANT","2020-01-01","2020","https://www.sciencedirect.com/science/article/abs/pii/S0306261913007642","www.sciencedirect.com","Report on Diesel-andAlternative-Fuel Bus TrialsReal-world fuel consumption and CO2 emissions of urban public buses in Beijing. Value of largest bus.","1","US","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","diesel_buses","3","T-1A1A-TE-17; T-1A1C-TE-1; T-1A1C-TE-4","biofuel_for_diesel_buses; improved_vehicle_technology_buses; increased_proportion_of_public_transport_by_diesel_bus","transport","true","2","T-1A1A-TE-17; T-1A1C-TE-4","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_buses_diesel.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_buses_gas","Energy intensity CNG buses","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_vehicle_km","PRIO_MEDIUM","energy_intensity; PRIO_MEDIUM","6","true","CONSTANT","2010-01-01","2010","https://cris.vtt.fi/en/publications/fuel-and-technology-alternatives-for-buses-overall-energy-efficie","cris.vtt.fi","From Finnish research study of 2010","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","gas_buses","3","T-1A1A-TE-15; T-1A1C-TE-2; T-1A1C-TE-4","biofuel_for_gas_buses; improved_vehicle_technology_buses; increased_proportion_of_public_transport_by_gas_bus","transport","true","2","T-1A1A-TE-15; T-1A1C-TE-4","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_buses_gas.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_buses_hydrogen","Energy intensity hydrogen buses","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_vehicle_km","PRIO_MEDIUM","energy_intensity; PRIO_MEDIUM","2","true","CONSTANT","2018-01-01","2018","https://www.h2nodes.eu/images/docs/20200416_status_verslag_2BP_Hydrogen_buses_on_the_Veluwe_Eng_.pdf","www.h2nodes.eu","6.1 kg H2/100 km and assuming the lower heating value of hydrogen is 33.33 kWh/kg","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","hydrogen_buses","2","T-1A1A-TE-13; T-1A1C-TE-4","improved_vehicle_technology_buses; increased_proportion_of_public_transport_by_hydrogen_bus","transport","true","2","T-1A1A-TE-13; T-1A1C-TE-4","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_buses_hydrogen.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_buses_lpg","Energy intensity LPG buses","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_vehicle_km","PRIO_MEDIUM","energy_intensity; PRIO_MEDIUM","7.4","true","CONSTANT","2020-01-01","2020","https://afdc.energy.gov/files/pdfs/mod05_lpg.pdf","afdc.energy.gov","Page 3. Convert from miles per gallon to kWh per vehicle km.","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","lpg_buses","2","T-1A1A-TE-14; T-1A1C-TE-4","improved_vehicle_technology_buses; increased_proportion_of_public_transport_by_lpg_bus","transport","true","2","T-1A1A-TE-14; T-1A1C-TE-4","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_buses_lpg.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_buses_petrol","Energy intensity petrol buses","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_vehicle_km","PRIO_MEDIUM","energy_intensity; PRIO_MEDIUM","3.26","true","CONSTANT","2020-01-01","2020","","","Report on Diesel-andAlternative-Fuel Bus TrialsReal-world fuel consumption and CO2 emissions of urban public buses in Beijing. Value of largest bus","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","petrol_buses","3","T-1A1A-TE-16; T-1A1C-TE-3; T-1A1C-TE-4","biofuel_for_petrol_buses; improved_vehicle_technology_buses; increased_proportion_of_public_transport_by_petrol_bus","transport","true","2","T-1A1A-TE-16; T-1A1C-TE-4","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_buses_petrol.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_commercial_electric_lighting","Power commercial lighting","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kw","PRIO_LOW","energy_intensity; PRIO_LOW","0.036","true","CONSTANT","2019-01-01","2019","https://pmc.ncbi.nlm.nih.gov/articles/PMC9376082/","pmc.ncbi.nlm.nih.gov","Power rating of fluorescent lamp.","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","commercial_electric_lighting","1","T-4B2A-TE-2","energy_efficient_commercial_lighting","buildings","true","1","T-4B2A-TE-2","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_commercial_electric_lighting.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_commercial_unregulated_electricity_use","Energy intensity commercial unregulated electricity use","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_kwh","","energy_intensity","1","true","CONSTANT","2020-01-01","2020","","","Defined as 1 kWh/kWh.","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","commercial_unregulated_electricity_use","1","T-4B2C-TE-1","energy_efficient_other_commercial_electric_appliances","buildings","true","1","T-4B2C-TE-1","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_commercial_unregulated_electricity_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_cooling_non_residential_commercial_ac","Energy intensity AC cooled commercial","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_m2","","energy_intensity","23","true","CONSTANT","2015-01-01","2015","https://docs.climateview.global/us/stationary-energy/physical-data/ac/","docs.climateview.global","Estimate based on US data. Assumed 50% higher than residential","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","commercial_building_cooling_with_ac","2","T-4B1A-TE-2; T-4B1A-TE-7","energy_efficient_non_residential_commercial_buildings_retrofitting_cooling; shift_to_district_cooling_in_commercial_buildings","buildings","true","2","T-4B1A-TE-2; T-4B1A-TE-7","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_cooling_non_residential_commercial_ac.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_cooling_non_residential_commercial_district_cooling","Energy intensity district cooling cooled commercial","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_m2","","energy_intensity","18.4","true","CONSTANT","2015-01-01","2015","https://docs.climateview.global/us/stationary-energy/physical-data/districtcooling/","docs.climateview.global","Estimate based on US data. Assumed 50% higher than residential","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","commercial_building_cooling_with_district_cooling","2","T-4B1A-TE-2; T-4B1A-TE-7","energy_efficient_non_residential_commercial_buildings_retrofitting_cooling; shift_to_district_cooling_in_commercial_buildings","buildings","true","2","T-4B1A-TE-2; T-4B1A-TE-7","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_cooling_non_residential_commercial_district_cooling.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_cooling_non_residential_industrial_ac","Energy intensity AC cooled industrial","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_m2","","energy_intensity","23","true","CONSTANT","2015-01-01","2015","https://docs.climateview.global/us/stationary-energy/physical-data/ac/","docs.climateview.global","Estimate based on US data. Assumed 50% higher than residential","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","industrial_building_cooling_with_ac","2","T-4B1C-TE-2; T-4B1C-TE-7","energy_efficient_non_residential_industrial_buildings_retrofitting_cooling; shift_to_district_cooling_in_industrial_buildings","buildings","true","2","T-4B1C-TE-2; T-4B1C-TE-7","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_cooling_non_residential_industrial_ac.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_cooling_non_residential_industrial_district_cooling","Energy intensity district cooling cooled industrial","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_m2","","energy_intensity","18.4","true","CONSTANT","2015-01-01","2015","https://docs.climateview.global/us/stationary-energy/physical-data/districtcooling/","docs.climateview.global","Estimate based on US data. Assumed 50% higher than residential","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","industrial_building_cooling_with_district_cooling","2","T-4B1C-TE-2; T-4B1C-TE-7","energy_efficient_non_residential_industrial_buildings_retrofitting_cooling; shift_to_district_cooling_in_industrial_buildings","buildings","true","2","T-4B1C-TE-2; T-4B1C-TE-7","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_cooling_non_residential_industrial_district_cooling.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_cooling_non_residential_public_ac","Energy intensity AC cooled public","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_m2","","energy_intensity","23","true","CONSTANT","2015-01-01","2015","https://docs.climateview.global/us/stationary-energy/physical-data/ac/","docs.climateview.global","Estimate based on US data. Assumed 50% higher than residential","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","public_building_cooling_with_ac","2","T-4B1B-TE-2; T-4B1B-TE-7","energy_efficient_non_residential_public_buildings_retrofitting_cooling; shift_to_district_cooling_in_public_buildings","buildings","true","2","T-4B1B-TE-2; T-4B1B-TE-7","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_cooling_non_residential_public_ac.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_cooling_non_residential_public_district_cooling","Energy intensity district cooling cooled public","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_m2","","energy_intensity","18.4","true","CONSTANT","2015-01-01","2015","https://docs.climateview.global/us/stationary-energy/physical-data/districtcooling/","docs.climateview.global","Estimate based on US data. Assumed 50% higher than residential","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","public_building_cooling_with_district_cooling","2","T-4B1B-TE-2; T-4B1B-TE-7","energy_efficient_non_residential_public_buildings_retrofitting_cooling; shift_to_district_cooling_in_public_buildings","buildings","true","2","T-4B1B-TE-2; T-4B1B-TE-7","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_cooling_non_residential_public_district_cooling.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_cooling_residential_multi_family_buildings_ac","Energy intensity AC cooled multi-family houses","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_m2","","energy_intensity","15.3","true","CONSTANT","2015-01-01","2015","https://docs.climateview.global/us/stationary-energy/physical-data/ac/","docs.climateview.global","Estimate based on US data.","6","DE; ES; FR; GB; SE; US","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","multi_family_building_cooling_with_ac","4","T-4A1A-TE-3; T-4A1A-TE-7; T-4A1A-TE-8; T-4A1A-TE-9","efficient_use_multi_family_residential_buildings_cooling; energy_efficient_multi_family_residential_buildings_cooling; energy_efficient_multi_family_residential_buildings_retrofitting_cooling; shift_to_district_cooling_in_multi_family_buildings","buildings","true","3","T-4A1A-TE-3; T-4A1A-TE-8; T-4A1A-TE-9","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_cooling_residential_multi_family_buildings_ac.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
