opportunity_id,opportunity_name,funder_id,funder_name,instrument,gpc_sectors,eligible_actor,access_pathway,status,recurrence,amount_note,climate_relevance,specificity,source_url,source_dataset,access_route,city_can_apply
mejor-escuela-energ-as-renovables-acond-t-rmico-,Mejor Escuela (energías renovables / acond. térmico escuelas),ministerio-de-energ-a-agencia-de-sostenibilidad-,"Ministerio de Energía / Agencia de Sostenibilidad Energética (AgenciaSE, fundación de derecho privado)",grant/works,"[""stationary_energy"", ""buildings""]",school sostenedor (often municipal),sostenedor applies (municipal schools eligible),periodic (see AgenciaSE convocatorias),sporadic/periodic,energy/thermal upgrades to schools; amount per call,explicit (EE/ERNC in public buildings),sector-specific,https://www.mejorescuela.cl/,cl-minenergia/cl-minenergia-fondos,Route A — competitive fund (concurso),unknown
programa-de-mejoramiento-urbano-y-equipamiento-c,Programa de Mejoramiento Urbano y Equipamiento Comunal (PMU),subdere-subsecretar-a-de-desarrollo-regional-y-a,SUBDERE (Subsecretaría de Desarrollo Regional y Administrativo),grant (capital transfer),"[""cross_sector""]",municipality,municipality applies (subdereenlinea.gov.cl),open (continuous),"ongoing (rolling, all year)","per-project, budget-dependent (no fixed ceiling on the program page)","climate-adjacent (general municipal infrastructure/equipment, public space)",broad,https://www.subdere.gov.cl/programas/divisi%C3%B3n-municipalidades/programa-mejoramiento-urbano-y-equipamiento-comunal-pmu,cl-subdere/cl-subdere-fondos,Route A — competitive fund (concurso),yes — city applies directly
programa-de-mejoramiento-de-barrios-pmb,Programa de Mejoramiento de Barrios (PMB),subdere,SUBDERE,grant (capital transfer),"[""water"", ""waste"", ""stationary_energy""]",municipality + municipal associations,municipality applies (subdereenlinea.gov.cl),open (continuous),"ongoing (rolling, budget-dependent)","per-project, budget-dependent","explicit-adjacent (sanitation, solid waste, waste valorization, electrification)",broad,https://www.subdere.gov.cl/programas/divisi%C3%B3n-municipalidades/programa-mejoramiento-de-barrios-pmb,cl-subdere/cl-subdere-fondos,Route A — competitive fund (concurso),yes — city applies directly
programa-de-prevenci-n-y-mitigaci-n-de-riesgos-p,Programa de Prevención y Mitigación de Riesgos (PMR),subdere,SUBDERE,grant,"[""cross_sector""]",municipality,municipality applies,periodic (see SUBDERE),ongoing (programme),"per-project, budget-dependent",explicit (disaster/climate risk mitigation = adaptation),sector-specific,https://www.subdere.gov.cl/programas,cl-subdere/cl-subdere-fondos,Route A — competitive fund (concurso),yes — city applies directly
fondo-de-recuperaci-n-de-ciudades-frc,Fondo de Recuperación de Ciudades (FRC),subdere,SUBDERE,grant,"[""cross_sector""]",municipality / regional,municipality/region,periodic (see SUBDERE),ongoing/periodic,per-project,climate-adjacent (urban recovery/infrastructure),broad,https://www.subdere.gov.cl/programas,cl-subdere/cl-subdere-fondos,Route A — competitive fund (concurso),unknown
programa-concursable-de-espacios-p-blicos,Programa Concursable de Espacios Públicos,minvu-ministerio-de-vivienda-y-urbanismo,MINVU (Ministerio de Vivienda y Urbanismo),grant,"[""afolu"", ""cross_sector""]",municipality (alcalde presents; community/SEREMI may originate),municipality applies to SEREMI MINVU,periodic (annual),annual (Regular call ~April; Especial ~September),"Llamado Regular up to UF 30,000 (design+execution); Llamado Especial up to UF 6,000","explicit (green areas, rainwater/aguas lluvias, urban-heat/adaptation)",sector-specific,https://www.minvu.gob.cl/beneficio/ciudad/programa-concursable-de-espacios-publicos/,cl-minvu/cl-minvu-fondos,Route A — competitive fund (concurso),yes — city applies directly
parques-urbanos-construcci-n-y-conservaci-n,Parques Urbanos (construcción y conservación),minvu,MINVU,grant/works,"[""afolu""]",municipality (SEREMI prioritises construction),SEREMI prioritisation; newer conservation line is competitive,periodic,ongoing (construction prioritised) + conservation programme,"per-park; SEREMI-prioritised by green-area deficit, population, vulnerability","explicit (urban green space, heat/adaptation, resilience)",sector-specific,https://www.minvu.gob.cl/beneficio/ciudad/parques-urbanos/,cl-minvu/cl-minvu-fondos,Route A — competitive fund (concurso),unknown
pavimentaci-n-participativa,Pavimentación Participativa,minvu,MINVU,grant (co-financed),"[""cross_sector""]",municipality + comités de pavimentación,municipality + community committee,periodic (annual),annual,co-financed (municipality + neighbours + MINVU); per call,indirect (urban paving; possible permeable/rainwater co-benefits),broad,https://www.minvu.gob.cl/beneficios/pavimentos_participativos/,cl-minvu/cl-minvu-fondos,Route A — competitive fund (concurso),unknown
programa-de-recuperaci-n-de-barrios-quiero-mi-ba,Programa de Recuperación de Barrios (Quiero Mi Barrio),minvu,MINVU,grant/works,"[""cross_sector""]",municipality (with community),MINVU/SERVIU with municipality,periodic,ongoing (programme),per-neighbourhood programme,"climate-adjacent (neighbourhood public space, green, community infrastructure)",broad,https://www.minvu.gob.cl/beneficios/recuperacion_de_barrios/,cl-minvu/cl-minvu-fondos,Route A — competitive fund (concurso),unknown
fndr-inversi-n-regional-glosa-03-sni,FNDR — Inversión Regional (Glosa 03 / SNI),gobiernos-regionales-16-subdere-min-interior,Gobiernos Regionales (16) + SUBDERE / Min. Interior,grant (public investment / capital transfer),"[""cross_sector""]",municipality / regional government / public services (projects via SNI-BIP),project submitted via GORE / SNI,ongoing (annual budget cycle),ongoing (annual budget),"large regional investment projects; per-project, requires SNI 'Recomendación Satisfactoria (RS)'",climate-adjacent (funds any regional infrastructure incl. climate works),broad,https://www.subdere.gov.cl/content/glosa-03-provisi%C3%B3n-fondo-nacional-de-desarrollo-regional-fndr,cl-gore/cl-gore-fndr,Route A — competitive fund (concurso),unknown
fril-fondo-regional-de-iniciativa-local,FRIL — Fondo Regional de Iniciativa Local,gobiernos-regionales,Gobiernos Regionales,grant (capital transfer),"[""cross_sector""]",municipality,municipality applies to its GORE,periodic (per region),"ongoing (annual, per GORE)","minor communal infrastructure, total project cost <= M$180,000 (~CLP 180,000,000)",climate-adjacent (minor municipal infrastructure for vulnerable areas),broad,https://www.gobiernosantiago.cl/fndr/,cl-gore/cl-gore-fndr,Route A — competitive fund (concurso),yes — city applies directly
fndr-8-subvenci-n-a-actividades-l-nea-medio-ambi,FNDR 8% — Subvención a actividades (línea Medio Ambiente y educación ambiental),gobiernos-regionales,Gobiernos Regionales,grant (activity subsidy),"[""afolu"", ""cross_sector""]",non-profit organisations (legal status >=2 yrs; NOT municipalities),NGO applies to GORE (via fondos.gob.cl),periodic (annual; 2026 calls ran early 2026),annual,"up to ~CLP 30,000,000; max 2 projects per org; activities up to 6 months (Jul-Dec 2026)",explicit (environmental protection + environmental education),sector-specific,https://www.goremaule.cl/goremauleVII/fndr-8-ano-2026/,cl-gore/cl-gore-fndr,Route A — competitive fund (concurso),unknown
frpd-fondo-regional-para-la-productividad-y-el-d,FRPD — Fondo Regional para la Productividad y el Desarrollo,gobiernos-regionales,Gobiernos Regionales,grant / co-financing (productive investment),"[""cross_sector""]",legal persons / firms / institutions (productive investment; varies by region),GORE call (via fondos.gob.cl),periodic (per region),ongoing/periodic,"per-region; e.g. up to ~CLP 300,000,000 (Arica y Parinacota 2026)",climate-adjacent (productive investment; may fund clean-tech / EE),broad,https://fondos.gob.cl/ficha/gorearica/frpd2026arica/,cl-gore/cl-gore-fndr,Route A — competitive fund (concurso),unknown
cr-dito-verde,Crédito Verde,corporaci-n-de-fomento-de-la-producci-n-corfo,Corporación de Fomento de la Producción (CORFO),loan (intermediated via banks / leasing),"[""stationary_energy"", ""industry"", ""waste""]",private firm (any size; no annual-sales cap),intermediated (apply through a participating bank / leasing co.),ongoing,ongoing,"up to US$30M per firm, term up to 20 years; CORFO funds the financial institution, not the firm directly","explicit (ERNC, energy efficiency, environmental improvement, circular economy, green hydrogen)",sector-specific,https://www.corfo.cl/sites/cpp/convocatorias/movil/credito_verde,cl-corfo/cl-corfo-finance,Route A — competitive fund (concurso),no — intermediated (via bank / operator / accredited entity)
programa-expande,Programa Expande,corporaci-n-de-fomento-de-la-producci-n-corfo,Corporación de Fomento de la Producción (CORFO),co-financing (grant) + technical accompaniment,"[""stationary_energy"", ""industry""]",private firm / growth-stage venture,direct application via a sponsoring entity (entidad patrocinadora),open (2026 convocatoria),annual,"per call; 2026 convocatoria prioritised >=10 projects in decarbonisation, green H2, clean energy, CO2 capture","explicit (decarbonisation, green hydrogen, clean energy, CO2 capture)",sector-specific,https://www.corfo.cl/sites/cpp/programasyconvocatorias,cl-corfo/cl-corfo-finance,Route A — competitive fund (concurso),yes — city applies directly
garant-as-coberturas-corfo-e-g-fogain,Garantías / Coberturas CORFO (e.g. FOGAIN),corporaci-n-de-fomento-de-la-producci-n-corfo,Corporación de Fomento de la Producción (CORFO),guarantee (credit risk coverage),"[""cross_sector""]",private firm / SME,intermediated (via participating banks),ongoing,ongoing,covers a share of the collateral a firm lacks for a bank loan (incl. green projects),"climate-adjacent (enables bank credit incl. green projects, not climate-specific)",broad,https://www.corfo.cl/sites/cpp/programasyconvocatorias,cl-corfo/cl-corfo-finance,Route A — competitive fund (concurso),no — intermediated (via bank / operator / accredited entity)
financiamiento-hidr-geno-verde-facilidades-fondo,Financiamiento Hidrógeno Verde (facilidades / Fondo H2V),corporaci-n-de-fomento-de-la-producci-n-corfo,Corporación de Fomento de la Producción (CORFO),blended / concessional loan,"[""stationary_energy"", ""industry""]",green-hydrogen project developers / firms,direct / intermediated (project finance),emerging (facilities opening in phases),sporadic (programme rollout),"large; backed by a ~US$1,000M green-hydrogen fund (with EIB/KfW); facilities phased in",explicit (green hydrogen),sector-specific,https://corfo.cl/sites/cpp/sala_de_prensa/nacional/19_06_2023_fondo_hidrogeno_verde,cl-corfo/cl-corfo-finance,Route A — competitive fund (concurso),no — intermediated (via bank / operator / accredited entity)
innova-chile-i-d-e-innovaci-n-clean-tech,Innova Chile — I+D e innovación (clean-tech),corporaci-n-de-fomento-de-la-producci-n-corfo,Corporación de Fomento de la Producción (CORFO),grant / co-financing (innovation),"[""cross_sector"", ""industry""]",private firm / entrepreneur,direct application,periodic,ongoing/periodic,"per call; innovation & R&D co-financing, includes clean-tech / sustainability lines",climate-adjacent (innovation broadly; clean-tech where applicable),broad,https://www.corfo.cl/sites/cpp/programasyconvocatorias,cl-corfo/cl-corfo-finance,Route A — competitive fund (concurso),yes — city applies directly
fondo-de-conservaci-n-recuperaci-n-y-manejo-sust,"Fondo de Conservación, Recuperación y Manejo Sustentable del Bosque Nativo (Ley 20.283)",corporaci-n-nacional-forestal-conaf,Corporación Nacional Forestal (CONAF),grant (bonificación),"[""afolu""]",forest landowner (two lines: pequeños propietarios + otros interesados; municipalities eligible as landowners),direct application (online at concursolbn.conaf.cl),open,annual,"2026 concurso: total ~CLP 6,975,575,000. Per-hectare bonificación; literal C cap ~10 UTM/ha. Funds raleos, podas, establecimiento de regeneración, cortafuegos, cercos, obras de conservación de suelos, PFNM, asesoría profesional. Two lines: small owners (CONAF accompanies the whole process) and other interested parties.",explicit,sector-specific,https://www.conaf.cl/abiertas-postulaciones-al-fondo-de-conservacion-de-la-ley-de-bosque-nativo-20-283/,cl-conaf,Route A — competitive fund (concurso),yes — city applies directly
fondo-de-investigaci-n-del-bosque-nativo-xvii-co,Fondo de Investigación del Bosque Nativo (XVII Concurso 2026),corporaci-n-nacional-forestal-conaf,Corporación Nacional Forestal (CONAF),grant (research),"[""afolu""]",research/university,direct application (research proposal),periodic,annual,Annual research fund (Ley 20.283) financing native-forest science; XVII call in 2026. Amount per call set in bases.,climate-adjacent,sector-specific,https://vrid.udec.cl/concursos/externos/bosque-nativo-conaf-2026/,cl-conaf,Route A — competitive fund (concurso),yes — city applies directly
subsidio-nacional-al-transporte-p-blico-renovaci,Subsidio Nacional al Transporte Público — renovación de flota / buses cero emisión (Fondos de Apoyo Regional),ministerio-de-transportes-y-telecomunicaciones-m,Ministerio de Transportes y Telecomunicaciones (MTT) — División de Transporte Público Regional (DTPR),subsidy (operation + fleet-renewal subsidy),"[""transportation""]",public transport operator (fleet renewal); GORE administers,intermediated (operator applies via GORE/SEREMI/DTPR platform; municipality/GORE structurally involved),ongoing,ongoing (per-region calls; reform from 2024),"Reformed subsidy law (Aug 2024) earmarks >=50% of regional Fondos de Apoyo Regional (FAR) to operation + fleet renewal; incentivises zero-emission buses, charging infrastructure and public bicycles. 1,028 electric buses awarded for incorporation 2026-27; 396 e-buses already operating across regional cities. Per-call amounts set by each GORE's bases.",explicit,sector-specific,https://www.gob.cl/noticias/nueva-ley-subsidio-transporte-publico-buses-electricos-regiones/,cl-mtt,Route A — competitive fund (concurso),no — intermediated (via bank / operator / accredited entity)
renueva-tu-micro-programa-especial-de-renovaci-n,Renueva tu Micro (Programa Especial de Renovación de Buses de Transporte Público),ministerio-de-transportes-y-telecomunicaciones-m,Ministerio de Transportes y Telecomunicaciones (MTT),subsidy (vehicle renewal),"[""transportation""]",public transport bus operator (private firm/person),intermediated (operator applies; not a city grant),ongoing,periodic,Subsidy to scrap and renew buses of regulated/registered public transport; favours lower-emission replacement. Amount varies by vehicle and process (per ChileAtiende ficha 25058).,climate-adjacent,sector-specific,https://www.chileatiende.gob.cl/fichas/25058-programa-de-renovacion-de-buses-de-transporte-publico-renueva-tu-micro,cl-mtt,Route A — competitive fund (concurso),no — intermediated (via bank / operator / accredited entity)
renueva-tu-colectivo-programa-de-renovaci-n-de-t,Renueva tu Colectivo (Programa de Renovación de Taxis Colectivos),ministerio-de-transportes-y-telecomunicaciones-m,Ministerio de Transportes y Telecomunicaciones (MTT),subsidy (vehicle renewal),"[""transportation""]",taxi colectivo operator (natural/legal person; vehicle >=4 yrs; vigente in Registro de Transporte Público),intermediated (operator applies; municipality not eligible),ongoing,annual (reajuste en marzo),~CLP 6.8M special subsidy for electric replacement; figures of ~CLP 7.7M and up to ~CLP 9M cited with scrappage (vary by region/process). Reajustado cada marzo.,explicit,sector-specific,https://www.chileatiende.gob.cl/fichas/43671-programa-de-renovacion-de-taxis-colectivos-renueva-tu-colectivo,cl-mtt,Route A — competitive fund (concurso),no — intermediated (via bank / operator / accredited entity)
transici-n-a-la-agricultura-sostenible-tas,Transición a la Agricultura Sostenible (TAS),instituto-de-desarrollo-agropecuario-indap,Instituto de Desarrollo Agropecuario (INDAP),grant + technical_assistance,"[""afolu""]","usuario/a acreditado de INDAP (Agricultura Familiar Campesina), sin deuda morosa, en territorios del ciclo",direct application (facilitated by INDAP area agency),closed,biennial-cycle,"2-year cycle. Yr1 Capital Inicial de Transición: up to 95% / max CLP 450,000 (asignación directa). Yr2 Inversiones de Transición: concursable up to 90% / max CLP 3,500,000. Plus 6 asesorías técnicas + 4 capacitaciones grupales/yr. Subject to budget availability.",explicit,sector-specific,https://www.indap.gob.cl/plataforma-de-servicios/transicion-la-agricultura-sostenible-tas,cl-indap,Route A — competitive fund (concurso),"facilitated — city enables applicants, not a direct city grant"
sistema-de-incentivos-para-la-sustentabilidad-ag,Sistema de Incentivos para la Sustentabilidad Agroambiental de los Suelos Agropecuarios (SIRSD-S),instituto-de-desarrollo-agropecuario-indap,Instituto de Desarrollo Agropecuario (INDAP),grant (incentivo),"[""afolu""]",usuario/a acreditado de INDAP (AFC) con suelos degradados; operador acreditado formula el plan de manejo,direct application via regional public concursos (Dirección Regional),periodic,annual,"INDAP finances up to 90% of net cost per the vigente tabla de costos (Decreto 16/2024), plus the technical-assistance cost; applicant funds the remainder. Subprogramas: fertilización fosforada, elementos químicos esenciales, coberturas vegetales, métodos anti-erosión, eliminación de impedimentos físico-químicos.",explicit,sector-specific,https://www.indap.gob.cl/plataforma-de-servicios/programa-sistema-de-incentivos-para-la-sustentabilidad-agroambiental-de-los,cl-indap,Route A — competitive fund (concurso),yes — city applies directly
programa-de-riego-obras-menores-de-riego-riego-i,Programa de Riego (Obras Menores de Riego / riego intrapredial-asociativo),instituto-de-desarrollo-agropecuario-indap,Instituto de Desarrollo Agropecuario (INDAP),grant (cofinanciamiento),"[""afolu""]","usuario/a INDAP (AFC), individual o asociativo; comunidades de aguas",direct application via Concursos de Fomento,periodic,annual,Co-financing of on-farm irrigation works/technification; ceilings set in the program norma técnica / concurso bases (confirm at build of any city row).,explicit,sector-specific,https://www.indap.gob.cl/plataforma-de-servicios/programa-obras-menores-de-riego,cl-indap,Route A — competitive fund (concurso),yes — city applies directly
programa-de-desarrollo-local-prodesal,Programa de Desarrollo Local (PRODESAL),instituto-de-desarrollo-agropecuario-indap,Instituto de Desarrollo Agropecuario (INDAP),grant + technical_assistance,"[""afolu""]",Microproductores AFC (persona natural/jurídica); city role = implementer (municipal convenio),facilitated-by-city (municipal-delivered) / direct via INDAP agency,ongoing,ongoing,"Three components: Asesoría Técnica (AT), Capital de Trabajo (CT, ex-FOA), Inversiones de activos productivos (IFP), by microproducer typology. Amounts in the norma técnica / procedimiento operativo.",climate-adjacent,broad,https://www.indap.gob.cl/plataforma-de-servicios/programa-de-desarrollo-local-prodesal,cl-indap,Route A — competitive fund (concurso),"facilitated — city enables applicants, not a direct city grant"
programa-de-desarrollo-territorial-ind-gena-pdti,"Programa de Desarrollo Territorial Indígena (PDTI, convenio INDAP-CONADI)",instituto-de-desarrollo-agropecuario-indap,Instituto de Desarrollo Agropecuario (INDAP),grant + technical_assistance,"[""afolu""]","pueblos indígenas (familias, comunidades, organizaciones) con actividad silvoagropecuaria; city role = implementer (municipal convenio)",facilitated-by-city (municipal-delivered),ongoing,ongoing,Extension teams (asesoría técnica permanente) + Fondo Único de Financiamiento for users' investment needs; amounts via convenio/contrato.,climate-adjacent,broad,https://www.indap.gob.cl/plataforma-de-servicios/programa-de-desarrollo-territorial-indigena-indap-conadi-pdti,cl-indap,Route A — competitive fund (concurso),"facilitated — city enables applicants, not a direct city grant"
servicio-de-asesor-a-t-cnica-sat,Servicio de Asesoría Técnica (SAT),instituto-de-desarrollo-agropecuario-indap,Instituto de Desarrollo Agropecuario (INDAP),technical_assistance,"[""afolu""]",usuario/a INDAP (AFC) con orientacion comercial,direct application via Concursos de Fomento,periodic,annual,Co-financed technical advisory for productive/commercial development; amounts per norma técnica / concurso.,climate-adjacent,broad,https://www.indap.gob.cl/plataforma-de-servicios/servicio-de-asesoria-tecnica-sat,cl-indap,Route A — competitive fund (concurso),yes — city applies directly
programa-de-alianzas-productivas-pap,Programa de Alianzas Productivas (PAP),instituto-de-desarrollo-agropecuario-indap,Instituto de Desarrollo Agropecuario (INDAP),grant + technical_assistance,"[""afolu""]",usuario/a INDAP (AFC) articulado con un poder comprador,direct application via Concursos de Fomento,periodic,annual,Co-financed advisory + investment to link smallholders with buyers; amounts per norma técnica / concurso.,indirect,broad,https://www.indap.gob.cl/plataforma-de-servicios/programa-de-alianzas-productivas-pap,cl-indap,Route A — competitive fund (concurso),yes — city applies directly
programa-desarrollo-de-inversiones-pdi,Programa Desarrollo de Inversiones (PDI),instituto-de-desarrollo-agropecuario-indap,Instituto de Desarrollo Agropecuario (INDAP),grant (cofinanciamiento de inversiones),"[""afolu""]","usuario/a INDAP (AFC), individual o asociativo",direct application via Concursos de Fomento,periodic,annual,Co-finances on-farm productive investments; ceilings per norma técnica / concurso bases.,indirect,broad,https://www.indap.gob.cl/plataforma-de-servicios/programa-desarrollo-de-inversiones-pdi,cl-indap,Route A — competitive fund (concurso),yes — city applies directly
cr-ditos-indap-corto-y-largo-plazo,Créditos INDAP (corto y largo plazo),instituto-de-desarrollo-agropecuario-indap,Instituto de Desarrollo Agropecuario (INDAP),loan,"[""afolu""]","usuario/a INDAP (AFC), individual o empresas asociativas campesinas",intermediated (INDAP credit),ongoing,ongoing,Short- and long-term credit lines for working capital and investment; rates/ceilings per credit policy.,indirect,broad,https://www.indap.gob.cl/plataforma-de-servicios/credito-corto-plazo,cl-indap,Route A — competitive fund (concurso),no — intermediated (via bank / operator / accredited entity)
agua-potable-rural-servicios-sanitarios-rurales-,Agua Potable Rural / Servicios Sanitarios Rurales (APR/SSR) — inversión,ministerio-de-obras-p-blicas-mop,Ministerio de Obras Públicas (MOP),grant (public investment),"[""water"",""waste""]",comités y cooperativas de agua potable rural (community_org); municipality facilitates/co-formulates,facilitated-by-city / intermediated (DOH executes; committees operate),ongoing,ongoing,"Program-level, not per-project: ~half of DOH budget, order CLP 300 bn/yr; sector estimated need ~US$500M. New systems, expansion, and sanitation for rural localities. Per-project amounts via SNI/BIP formulation.",explicit,sector-specific,https://doh.mop.gob.cl/SSR/index.html,cl-mop,Route A — competitive fund (concurso),no — intermediated (via bank / operator / accredited entity)
conservaci-n-mantenci-n-de-sistemas-apr,Conservación / mantención de sistemas APR,ministerio-de-obras-p-blicas-mop,Ministerio de Obras Públicas (MOP),grant (public investment),"[""water"",""waste""]",comités y cooperativas de agua potable rural (community_org),intermediated (DOH executes),ongoing,ongoing,Conservation/maintenance of existing APR infrastructure; per the DOH conservation budget line.,explicit,sector-specific,https://doh.mop.gob.cl/,cl-mop,Route A — competitive fund (concurso),no — intermediated (via bank / operator / accredited entity)
gesti-n-de-cuencas-aplicaci-n-c-digo-de-aguas-le,Gestión de cuencas / aplicación Código de Aguas (Leyes 20.998 y 21.435),ministerio-de-obras-p-blicas-mop,Ministerio de Obras Públicas (MOP),technical_assistance + grant (research fund),"[""water"",""afolu""]",organizaciones de usuarios de agua; investigadores (fondo de investigación hídrica); not a direct city grant,statutory / intermediated,ongoing,ongoing,"Statutory administration of water rights + Planes Estratégicos de Recursos Hídricos (PERH) per basin (updated every 10 yrs) + a fund for research/innovation/education in water resources (regional distribution), created by the Ley 21.435 reform.",explicit,sector-specific,https://dga.mop.gob.cl/legislacion/,cl-mop,Route A — competitive fund (concurso),no — intermediated (via bank / operator / accredited entity)
programa-infraestructura-para-el-buen-vivir-pibv,Programa Infraestructura para el Buen Vivir (PIBV),ministerio-de-obras-p-blicas-mop,Ministerio de Obras Públicas (MOP),grant (budget transfer),"[""stationary_energy"",""transportation"",""waste"",""afolu"",""water""]","comunidades y territorios rurales/indígenas; otros ejecutores (public_agency, municipal) por convenio","facilitated-by-city / intermediated (convenio, otros ejecutores)",ongoing,time-boxed,"Annual budget program (Partida 12, Capítulo 02, Programa 14). Funds indigenous road conservation, basic roads, rural sanitation, rural buildings; feasibility/design for 15,000+ homes and 1,000+ new rural water systems. Amounts in DIPRES/DGOP quarterly execution reports.",climate-adjacent,broad,https://dgop.mop.gob.cl/programa-infraestructura-para-el-buen-vivir/,cl-mop,Route A — competitive fund (concurso),no — intermediated (via bank / operator / accredited entity)
fondo-de-infraestructura-para-el-desarrollo,Fondo de Infraestructura para el Desarrollo,ministerio-de-obras-p-blicas-mop,Ministerio de Obras Públicas (MOP),grant (budget transfer),"[""stationary_energy"",""transportation"",""waste"",""afolu""]","otros ejecutores (public_agency, municipal, regional) por convenio",intermediated (convenio),ongoing,time-boxed,Development-infrastructure transfer fund (Subt 33 'A otros ejecutores'); amounts per Ley de Presupuestos / DIPRES.,climate-adjacent,broad,https://dgop.mop.gob.cl/,cl-mop,Route A — competitive fund (concurso),no — intermediated (via bank / operator / accredited entity)
plan-de-infraestructura-en-asociaci-n-p-blico-pr,Plan de Infraestructura en Asociación Público-Privada 2022-2026 (Concesiones),ministerio-de-obras-p-blicas-mop,Ministerio de Obras Públicas (MOP),blended (PPP / concession),"[""stationary_energy"",""transportation""]",concesionarios privados (ppp); public_agency,intermediated (private concession),ongoing,time-boxed,"Multi-year APP/concession pipeline 2022-2026 (roads, airports, hospitals, energy-supply works); financed via concession model, not a grant.",climate-adjacent,broad,https://www.concesiones.cl/,cl-mop,Route A — competitive fund (concurso),no — intermediated (via bank / operator / accredited entity)
direcci-n-de-arquitectura-iniciativas-de-inversi,Dirección de Arquitectura — Iniciativas de Inversión / Equipamiento social y comunitario,ministerio-de-obras-p-blicas-mop,Ministerio de Obras Públicas (MOP),grant (public investment),"[""buildings"",""stationary_energy""]",public_agency; mandante de edificación pública,intermediated (public investment via SNI/BIP),ongoing,ongoing,Subt 31 Iniciativas de Inversión for public/community buildings; per SNI/BIP formulation and Ley de Presupuestos.,indirect,broad,https://arquitectura.mop.gob.cl/,cl-mop,Route A — competitive fund (concurso),no — intermediated (via bank / operator / accredited entity)
fondo-bosque-nativo-ley-20283,"Fondo de Conservación, Recuperación y Manejo Sustentable del Bosque Nativo (Ley 20.283)",conaf,Corporación Nacional Forestal (CONAF),grant (bonificación),"[""afolu""]",forest landowner (small owners + others),direct application,recurring,annual,per-hectare bonificación; literal C cap ~10 UTM/ha,explicit,sector-specific,https://concursolbn.conaf.cl/,cl-conaf/cl-conaf-fondos,Route A — competitive fund (concurso),yes — city applies directly
fondo-proteccion-ambiental-fpa,Fondo de Protección Ambiental (FPA),ministerio-del-medio-ambiente-mma,Ministerio del Medio Ambiente (MMA),grant,"[""cross_sector"",""waste"",""afolu"",""stationary_energy"",""water""]",organizacion sin fines de lucro (community/citizen org),intermediated (community org applies; city facilitates),recurring,annual,~CLP 6M median per project,explicit,sector-specific,https://fondos.mma.gob.cl/fpa/,cl-mma/cl-mma-fpa-awards,Route A — competitive fund (concurso),no — intermediated (via bank / operator / accredited entity)
